product_name,review_text,tags
Earbuds,Heavy. The earphones won’t stay in my ears no matter which ear bud size I use - they are too heavy and fall out if I move my head.  Every time I touch them at all I seem to accidentally skip or pause my music as well.  The sound quality seems good when they’re in & the battery life seems to be very good.  I rarely use them though because they fall out too much.,"[""design"",""performance""]"
Castor Oil,"Haven't seen hair growth yet.. I'm bought this to try and regrow thinning brows. I've been using it for a week, I don't see even one tiny hair growing back; however, it can take longer than that, so if hair does grow back in a few weeks or months I'll definitely come back and update my review.","[""performance""]"
Water Filter,have to use it. no real choice have to use it every six months. its like a subscription to keep your fridge working and cheapest place to get it its here.,"[""value""]"
Amazon Fire Tablet,"hate this tablet 10 "" is what im used to slow to charge, no alexa working, sending back asap.. cannot get ALEXA to work. brand new tab. took 6 hours to fully charge. no google mail. no free phone calls u just use this fire tab to speak thru using your own connection. hate it. sending back. bad experience overall.","[""performance""]"
Water Filter,"Hate it. I hate this filter. It fit perfect and the water seems to be fine, but it causes the refrigerator to be considerably louder when it is &#34;cycling&#34; water. The first time it happened, I thought something had broken and that water was shooting out. It wasn't, but too loud, especially if you have an open concept home.","[""performance""]"
Bluetooth Speakers,"Has a delay causing lips to be out of sync while watching a video.. This speaker sounds great. It's really small but it packs a good punch. I think it'd be great for listening to music, but it won't stay in sync with neither my computer nor my TV.<br /><br />This guy is probably going back.","[""performance""]"
Soap Sheets,Harmful ingredients. I bought these so I could easily sanitize my hands while on the go. When they arrived the packaging says contains ingredients that are recognized by the state of California as carcinogens. Needless to say I do not want to be using this product and then touching my infant,"[""quality""]"
Exfoliating Cloth,"Hard to Use. I was really excited to try this but I found it hard to use.  The cloth is very long and even when I bunch it up I feel like I am not able to easily scrub my skin.  It tends to slide around under my hand but not on my skin. I tried cutting it up but had the same problem.  It also frays if you cut it up. Oh well, at least it wasn't expensive.","[""design"",""performance""]"
Hair curler,Hard to maneuver! You really need 2 gloves so .... Hard to maneuver! You really need 2 gloves so you do not burn yourself! No clip to hold hair in place!,"[""design""]"
Curling Brush / Iron,"Hard to Find. I have a hard time finding heated curling brushes these days, and this one works well.  I do wish it had automatic shut-off, but other than that it is fine.","[""performance""]"
Water Filter,"Hard to find an NSF 42/53 certified alternative. These filters are expensive, but it's hard to find any off brand filters that are both NSF 42 and 53 certified.","[""value""]"
Kindle Tablet ,Happy with this tablet!. I bought this tablet so that I can have a larger screen (than my phone screen) to watch movies and play games. It definitely meets my expectations.,"[""performance""]"
Foot Scrubber / Massager,Happy feet. Awesome,"[""none""]"
Earbuds,"Happy Camper!. I was nervous buying ear buds priced so affordably but did so based on reviews. I’m very happy I did. These have worked flawlessly since I received them. They hold their charge for a long time and the sound quality is excellent. When I use them for phone conversations, the other party has never complained about not being able to hear me.","[""performance"",""value""]"
Earplugs,"handy. very handy to be on key chain, and it light weight.","[""design""]"
Coffee Scoop,"Handy scooper, but.... Pros: Easy to use. Easy to clean and easy pouring of coffee to some extent.<br />Cons: The size of cup scoops more coffee grind allowed for the reusable k-cup. Adding a fill line inside the scooper part would have been helpful.<br />Otherwise it is a handy scooper.","[""design"",""performance""]"
Cotton Rounds,Handy cotton rounds. You can use these rounds for your face for cleansing and you can use them for around your ears and behind your ears for cleansing. I also use them with witch hazel for hemorrhoids very much cheaper than using tucks Pads which can be quite costly. You also can use them for taking off nail polish.,"[""performance"",""value""]"
Hair Spray Bottle,Handle sticks. The handle sticks and I’ve had this item about a year. Makes it a little time consuming to spray the water when you have to wait for the handle to reset.,"[""performance""]"
Hairspray,hair. love this stuff,"[""none""]"
Hair Clips,Hair clips. clips hold up very well and i love the colors  i wear hair extension so good for holding up my hair while it straighten my hair,"[""performance""]"
Hair Brush,"Hair brush. Ok brush, just too large!","[""design""]"
Coffee Maker Cups,Had to return. Had to return. Water went through much too fast.,"[""performance""]"
Castor Oil,had a very bad allergic reaction to the product. had a very bad allergic reaction to the product...my face swelled up and was very uncomfortable...itched and i looked ghastly.,"[""none""]"
Coffee Filter,Grounds in coffee. Unfortunately these split apart every single time I try to use them.  Do not recommend.,"[""quality""]"
Yoga Mat Cleaner,"Great. Love these to clean my mat with and to spray for odor. Mine didn’t come with 6 towels, but I contacted a rep, and she replied and personally mailed me the 6 replacement towels.","[""performance""]"
Amazon Fire TV Stick,Great. I had a first generation fire stick and upgraded to this one. It has performed Much Better! I’m Very satisfied.,"[""performance""]"
Amazon Smart Plug,Great. Great product!,"[""none""]"
Eyebrow Tint,Great. Great,"[""none""]"
Crown / Tiara,great. great,"[""none""]"
Bluetooth Speakers,Great. Granddaughter loves it sound is great,"[""performance""]"
Water Filter,Great. Good item as advertised,"[""none""]"
Amazon Fire Tablet,Great. Everything seem to be great,"[""none""]"
Hair Clips,Great. Easy to use and works great!,"[""design"",""performance""]"
Hair Spray Bottle,Great!. Very good product! I bought a different one first and it broke in a week so I bought this one next and it has been a million times better!,"[""quality""]"
